Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/England/BIRM-5F6B5/2020	EPI_ISL_473319	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/BIRM-5F70D/2020	EPI_ISL_473322	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/BIRM-5F71C/2020	EPI_ISL_473323	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/BIRM-5F73A/2020	EPI_ISL_473324	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/BIRM-5F9AD/2020	EPI_ISL_473357	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/Scotland/CVR3511/2020	EPI_ISL_473651	2020-05-08	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1.1.28	GR
hCoV-19/Scotland/CVR3735/2020	EPI_ISL_473772	2020-05-07	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1.1.250	GR
hCoV-19/Wales/PHWC-163F3A/2020	EPI_ISL_474104	2020-05-02	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.289	GR
hCoV-19/Wales/PHWC-164009/2020	EPI_ISL_474115	2020-05-08	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.2	GR
hCoV-19/Wales/PHWC-164027/2020	EPI_ISL_474117	2020-05-06	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.1	GR
hCoV-19/Wales/PHWC-164072/2020	EPI_ISL_474122	2020-05-02	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.289	GR
hCoV-19/Wales/PHWC-16417F/2020	EPI_ISL_474136	2020-05-07	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/Wales/PHWC-1642E5/2020	EPI_ISL_474157	2020-05-08	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.16	GR
hCoV-19/Wales/PHWC-164300/2020	EPI_ISL_474159	2020-05-07	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/Wales/PHWC-16431F/2020	EPI_ISL_474160	2020-05-06	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.16	GR
hCoV-19/Wales/PHWC-16436A/2020	EPI_ISL_474164	2020-05-03	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.1	GR
hCoV-19/Wales/PHWC-1643A6/2020	EPI_ISL_474168	2020-05-06	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.38	GR
hCoV-19/Wales/PHWC-164485/2020	EPI_ISL_474181	2020-05-02	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.38	GR
hCoV-19/Wales/PHWC-1644FE/2020	EPI_ISL_474187	2020-05-06	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.134	GR
hCoV-19/Wales/PHWC-164555/2020	EPI_ISL_474193	2020-05-06	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.38	GR
hCoV-19/Wales/PHWC-1645A0/2020	EPI_ISL_474198	2020-05-08	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/Wales/PHWC-164625/2020	EPI_ISL_474206	2020-05-06	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.38	GR
hCoV-19/Wales/PHWC-16468F/2020	EPI_ISL_474212	2020-05-06	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.38	GR
hCoV-19/Wales/PHWC-364E7/2020	EPI_ISL_474675	2020-05-01	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/Wales/PHWC-36502/2020	EPI_ISL_474677	2020-05-01	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/Wales/PHWC-3654E/2020	EPI_ISL_474680	2020-05-01	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.289	GR
hCoV-19/Wales/PHWC-365B7/2020	EPI_ISL_474686	2020-05-01	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.237	GR
hCoV-19/Wales/PHWC-365F3/2020	EPI_ISL_474689	2020-05-01	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.134	GR
hCoV-19/Wales/PHWC-36C2B/2020	EPI_ISL_474779	2020-05-02	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.289	GR
hCoV-19/Wales/PHWC-36C3A/2020	EPI_ISL_474780	2020-05-02	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.289	GR
hCoV-19/Wales/PHWC-36C85/2020	EPI_ISL_474785	2020-05-01	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.16	GR
hCoV-19/Wales/PHWC-36D19/2020	EPI_ISL_474794	2020-05-03	Europe / United Kingdom / Wales	Human	Original			Illumina				B.1.1.29	GR
hCoV-19/USA/NE-10833/2020	EPI_ISL_475185	2020-05-04	North America / USA / Nebraska	Human	Original			Nanopore MinION	ARTIC lab-on-SSD			B.1.1.113	GR
hCoV-19/USA/NE-10834/2020	EPI_ISL_475186	2020-05-04	North America / USA / Nebraska	Human	Original			Nanopore MinION	ARTIC lab-on-SSD			B.1.1.113	GR
hCoV-19/USA/NE-10835/2020	EPI_ISL_475187	2020-05-04	North America / USA / Nebraska	Human	Original			Nanopore MinION	ARTIC lab-on-SSD			B.1.1.113	GR
hCoV-19/USA/NE-11437/2020	EPI_ISL_475211	2020-05-04	North America / USA / Nebraska	Human	Original			Nanopore MinION	ARTIC lab-on-SSD			B.1.1.113	GR
hCoV-19/USA/NE-11462/2020	EPI_ISL_475215	2020-05-05	North America / USA / Nebraska	Human	Original			Nanopore MinION	ARTIC lab-on-SSD			B.1.1.113	GR
hCoV-19/USA/NE-11480/2020	EPI_ISL_475217	2020-05-05	North America / USA / Nebraska	Human	Original			Nanopore MinION	ARTIC lab-on-SSD			B.1.1.113	GR
hCoV-19/USA/NE-11518/2020	EPI_ISL_475225	2020-05-05	North America / USA / Nebraska	Human	Original			Nanopore MinION	ARTIC lab-on-SSD			B.1.1.113	GR
hCoV-19/USA/NE-11527/2020	EPI_ISL_475227	2020-05-05	North America / USA / Nebraska	Human	Original			Nanopore MinION	ARTIC lab-on-SSD			B.1.1.113	GR
hCoV-19/England/PORT-2CFEB6/2020	EPI_ISL_475244	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.296	GR
hCoV-19/Sweden/20-51337/2020	EPI_ISL_475542	2020-05-08	Europe / Sweden / Stockholm	Human	Original			Ion Torrent S5 XL, Ion AmpliSeq SARS-CoV-2	Torrent suite variantCaller with fill from reference and majority wins			B.1.1.74	GR
hCoV-19/Switzerland/BL-ETHZ-140050/2020	EPI_ISL_476101	2020-05-04	Europe / Switzerland / Basel-Landschaft	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.1.162	GR
hCoV-19/Switzerland/BE-ETHZ-140055/2020	EPI_ISL_476105	2020-05-01	Europe / Switzerland / Bern	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.1.74	GR
hCoV-19/Switzerland/BL-ETHZ-140056/2020	EPI_ISL_476106	2020-05-01	Europe / Switzerland / Basel-Landschaft	Human	Original	Oropharyngeal swab		Illumina MiSeq	V-pipe			B.1.1.162	GR
hCoV-19/Argentina/Heritas_HG006/2020	EPI_ISL_476561	2020-05-07	South America / Argentina / Ciudad Autonoma de Buenos Aires	Human	Original	Oropharyngeal swab		Illumina MiniSeq	DRAGEN RNA Pathogen Detection 3.5.13			N.3	GR
hCoV-19/Belgium/rega-0501480/2020	EPI_ISL_476996	2020-05-01	Europe / Belgium / Neufvilles	Human	Original	Oropharyngeal swab		Nanopore MinION	Artic primer pool, Guppy, MiniMap2, CLC Genomics Workbench 20, Medaka			B.1.1.1	GR
hCoV-19/Belgium/rega-0502482/2020	EPI_ISL_476998	2020-05-02	Europe / Belgium / Koersel	Human	Original	Oropharyngeal swab		Nanopore MinION	Artic primer pool, Guppy, MiniMap2, CLC Genomics Workbench 20, Medaka			B.1.1	GR
hCoV-19/Belgium/rega-0504484/2020	EPI_ISL_477000	2020-05-04	Europe / Belgium / Beverloo	Human	Original	Oropharyngeal swab		Nanopore MinION	Artic primer pool, Guppy, MiniMap2, CLC Genomics Workbench 20, Medaka			B.1.1	GR
hCoV-19/Belgium/rega-0505428/2020	EPI_ISL_477001	2020-05-05	Europe / Belgium / Zolder	Human	Original	Oropharyngeal swab		Nanopore MinION	Artic primer pool, Guppy, MiniMap2, CLC Genomics Workbench 20, Medaka			B.1.1.220	GR
hCoV-19/Belgium/rega-0505485/2020	EPI_ISL_477002	2020-05-05	Europe / Belgium / Sint-Truiden	Human	Original	Oropharyngeal swab		Nanopore MinION	Artic primer pool, Guppy, MiniMap2, CLC Genomics Workbench 20, Medaka			B.1.1.5	GR
hCoV-19/Belgium/rega-0506487/2020	EPI_ISL_477004	2020-05-06	Europe / Belgium / Laken	Human	Original	Oropharyngeal swab		Nanopore MinION	Artic primer pool, Guppy, MiniMap2, CLC Genomics Workbench 20, Medaka			B.1.1.74	GR
hCoV-19/Belgium/rega-0507488/2020	EPI_ISL_477005	2020-05-07	Europe / Belgium / Lummen	Human	Original	Oropharyngeal swab		Nanopore MinION	Artic primer pool, Guppy, MiniMap2, CLC Genomics Workbench 20, Medaka			B.1.1.74	GR
hCoV-19/Scotland/EDB4599/2020	EPI_ISL_478167	2020-05-07	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.14	GR
hCoV-19/Scotland/EDB4634/2020	EPI_ISL_478171	2020-05-08	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/Scotland/EDB4648/2020	EPI_ISL_478176	2020-05-08	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.14	GR
hCoV-19/Scotland/EDB4649/2020	EPI_ISL_478177	2020-05-08	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.14	GR
hCoV-19/Scotland/EDB4652/2020	EPI_ISL_478179	2020-05-08	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.14	GR
hCoV-19/Scotland/EDB4690/2020	EPI_ISL_478184	2020-05-08	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.4	GR
hCoV-19/England/NORT-295D52/2020	EPI_ISL_478662	2020-05-08	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.279	GR
hCoV-19/England/OXON-B19C7/2020	EPI_ISL_479060	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.304	GR
hCoV-19/England/OXON-B1A88/2020	EPI_ISL_479069	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/OXON-B1B49/2020	EPI_ISL_479074	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.207	GR
hCoV-19/England/OXON-B1DE9/2020	EPI_ISL_479093	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.237	GR
hCoV-19/India/MH-NIV-18728/2020	EPI_ISL_479511	2020-05-01	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.32	GR
hCoV-19/India/MH-NIV-19746/2020	EPI_ISL_479512	2020-05-03	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.281	GR
hCoV-19/India/MH-NIV-20134/2020	EPI_ISL_479513	2020-05-04	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.281	GR
hCoV-19/India/MH-NIV-20608/2020	EPI_ISL_479514	2020-05-04	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.281	GR
hCoV-19/India/MH-NIV-20878/2020	EPI_ISL_479515	2020-05-05	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.74	GR
hCoV-19/India/MH-NIV-21455/2020	EPI_ISL_479517	2020-05-05	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.32	GR
hCoV-19/India/MH-NIV-22048/2020	EPI_ISL_479518	2020-05-06	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.10	GR
hCoV-19/India/MH-NIV-22552/2020	EPI_ISL_479519	2020-05-07	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.281	GR
hCoV-19/India/MH-NIV-23098/2020	EPI_ISL_479521	2020-05-07	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.306	GR
hCoV-19/India/MH-NIV-23721/2020	EPI_ISL_479522	2020-05-08	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.281	GR
hCoV-19/India/MH-NIV-24174/2020	EPI_ISL_479523	2020-05-08	Asia / India / Maharashtra	Human	Original			Ion Torrent, Gene Studio				B.1.1.32	GR
hCoV-19/Bulgaria/21/2020	EPI_ISL_480302	2020-05-07	Europe / Bulgaria / Dupnitza	Human	Original	Nasopharyngeal swab		Illumina MiSeq	Illumina DRAGEN RNA Pathogen Detection			B.1.1.162	GR
hCoV-19/Finland/4May88S4/2020	EPI_ISL_481681	2020-05-04	Europe / Finland / Uusimaa	Human	Original	Nasopharyngeal swab		Illumina MiSeq	BWA-MEM			B.1.1.74	GR
hCoV-19/England/BRIS-12D6EC/2020	EPI_ISL_481769	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.270	GR
hCoV-19/England/BRIS-12D86E/2020	EPI_ISL_481775	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.199	GR
hCoV-19/England/BRIS-12D94D/2020	EPI_ISL_481776	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.270	GR
hCoV-19/England/BRIS-12D989/2020	EPI_ISL_481777	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.10	GR
hCoV-19/England/BRIS-12D8AA/2020	EPI_ISL_481783	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D43D/2020	EPI_ISL_481785	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D6CE/2020	EPI_ISL_481787	2020-05-08	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D3B8/2020	EPI_ISL_481788	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_E110stop results in 9.9% truncation of the protein sequence.	info	B.1.1.10	GR
hCoV-19/England/BRIS-12D1DC/2020	EPI_ISL_481789	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D567/2020	EPI_ISL_481792	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D7E9/2020	EPI_ISL_481800	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D251/2020	EPI_ISL_481808	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D664/2020	EPI_ISL_481810	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12DA59/2020	EPI_ISL_481821	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D594/2020	EPI_ISL_481826	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.270	GR
hCoV-19/England/BRIS-12D92F/2020	EPI_ISL_481830	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D7AD/2020	EPI_ISL_481836	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D3A9/2020	EPI_ISL_481840	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D752/2020	EPI_ISL_481846	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.8	GR
hCoV-19/England/BRIS-12D707/2020	EPI_ISL_481850	2020-05-08	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D9D4/2020	EPI_ISL_481852	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D479/2020	EPI_ISL_481855	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D85F/2020	EPI_ISL_481856	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.199	GR
hCoV-19/England/BRIS-12D804/2020	EPI_ISL_481857	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D233/2020	EPI_ISL_481859	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D813/2020	EPI_ISL_481900	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D95C/2020	EPI_ISL_481901	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.270	GR
hCoV-19/England/BRIS-12DA4A/2020	EPI_ISL_481903	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D075/2020	EPI_ISL_481904	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D761/2020	EPI_ISL_481905	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D206/2020	EPI_ISL_481907	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.199	GR
hCoV-19/England/BRIS-12D8B9/2020	EPI_ISL_481912	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.8	GR
hCoV-19/England/BRIS-12D1EB/2020	EPI_ISL_481915	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D8E6/2020	EPI_ISL_481917	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D400/2020	EPI_ISL_481927	2020-05-05	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D682/2020	EPI_ISL_481930	2020-05-08	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12DA1D/2020	EPI_ISL_481940	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D3C7/2020	EPI_ISL_481941	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_E110stop results in 9.9% truncation of the protein sequence.	info	B.1.1.10	GR
hCoV-19/England/BRIS-12D628/2020	EPI_ISL_481946	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12D39A/2020	EPI_ISL_481950	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.106	GR
hCoV-19/England/BRIS-12D45B/2020	EPI_ISL_481952	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12D637/2020	EPI_ISL_481961	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/HECH-2599ECB/2020	EPI_ISL_482103	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/HECH-2599DBF/2020	EPI_ISL_482104	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/HECH-2599DCE/2020	EPI_ISL_482108	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/HECH-2599D91/2020	EPI_ISL_482111	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/HECH-2599DDD/2020	EPI_ISL_482113	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/HECH-2599EAD/2020	EPI_ISL_482114	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/Northern Ireland/NIRE-100DAE/2020	EPI_ISL_482146	2020-05-02	Europe / United Kingdom / Northern Ireland	Human	Original			Illumina NovaSeq				B.1.1.63	GR
hCoV-19/England/NORT-29D6B9/2020	EPI_ISL_484300	2020-05-08	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/NORT-29DBAB/2020	EPI_ISL_484310	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/NORT-29DC4E/2020	EPI_ISL_484312	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/NORT-29DC8A/2020	EPI_ISL_484313	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.171	GR
hCoV-19/England/NORT-29DDB4/2020	EPI_ISL_484317	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.193	GR
hCoV-19/England/NOTT-112204/2020	EPI_ISL_484354	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/NOTT-112231/2020	EPI_ISL_484357	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/NOTT-112240/2020	EPI_ISL_484358	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/NOTT-11226E/2020	EPI_ISL_484360	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/NOTT-11227D/2020	EPI_ISL_484361	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.41	GR
hCoV-19/England/NOTT-11228C/2020	EPI_ISL_484362	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.41	GR
hCoV-19/England/NOTT-1122D7/2020	EPI_ISL_484366	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/NOTT-112310/2020	EPI_ISL_484370	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1	GR
hCoV-19/England/NOTT-11232F/2020	EPI_ISL_484371	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.115	GR
hCoV-19/USA/CA-CZB-1944/2020	EPI_ISL_486222	2020-05-04	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	Minimap2 / iVar	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.61	GR
hCoV-19/USA/CA-CZB-1970/2020	EPI_ISL_486242	2020-05-06	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	Minimap2 / iVar			B.1.1.132	GR
hCoV-19/USA/CA-CZB-1972/2020	EPI_ISL_486244	2020-05-07	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	Minimap2 / iVar	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.61	GR
hCoV-19/USA/CA-CZB-1978/2020	EPI_ISL_486247	2020-05-07	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	Minimap2 / iVar			B.1.1.61	GR
hCoV-19/USA/CA-CZB-1984/2020	EPI_ISL_486251	2020-05-07	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	Minimap2 / iVar	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.132	GR
hCoV-19/USA/CA-CZB-2011/2020	EPI_ISL_486266	2020-05-01	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	Minimap2 / iVar			B.1.1.132	GR
hCoV-19/USA/CA-CZB-2013/2020	EPI_ISL_486267	2020-05-01	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	Minimap2 / iVar			B.1.1.132	GR
hCoV-19/USA/CA-CZB-2016/2020	EPI_ISL_486269	2020-05-01	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	Minimap2 / iVar	Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.61	GR
hCoV-19/USA/CA-CZB-2017/2020	EPI_ISL_486270	2020-05-01	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	Minimap2 / iVar			B.1.1.61	GR
hCoV-19/USA/CA-CZB-2018/2020	EPI_ISL_486271	2020-05-03	North America / USA / California / Orange County	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq	Minimap2 / iVar			B.1.1.61	GR
hCoV-19/Latvia/026/2020	EPI_ISL_486391	2020-05-03	Europe / Latvia	Human	Original			Illumina MiSeq	bowtie2			B.1.1.74	GR
hCoV-19/England/BRIS-12B2CC/2020	EPI_ISL_487532	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12B2AE/2020	EPI_ISL_487533	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12B36F/2020	EPI_ISL_487547	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.199	GR
hCoV-19/England/BRIS-12B3C9/2020	EPI_ISL_487570	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12B305/2020	EPI_ISL_487575	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.220	GR
hCoV-19/England/BRIS-12B350/2020	EPI_ISL_487577	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.270	GR
hCoV-19/England/BRIS-12B3F6/2020	EPI_ISL_487592	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12B2EA/2020	EPI_ISL_487602	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.150	GR
